Column1,title,author,content,price,grade,genre
62,오늘밤은 잠들 수 없어,"
미야베 미유키 저/이영미 역
        ","



일본 미스터리의 거장미야베 미유키의 숨은 초기작 『모방범』 『화차』 『솔로몬의 위증』 등 굵직한 사회파 미스터리 작품을 잇따라 발표하며 일본 현대 추리소설의 거장으로 자리잡은 미야베 미유키. 미스터리 외에 시대소설, SF소설, 청소년소설 등 다양한 장르에 걸쳐 활동하고 있는 작가는 그중에서도 십대 청소년을 주인공으로 한 성장소설에 꾸준히 관심과 애정을 보여왔다. 작가의 고향이자 도쿄의 대표적 서민가인 후카가와를 배경으로 성격이 상반된 남중생 콤비의 활약을 그린 『오늘밤은 잠들 수 없어』 역시 학원물과 추리물의 요소를 함께 갖춘 장편소설로, 1992년 초판 이후 현재까지 약 삼십 년간 네 차례 재출간되었고, NHK 라디오드라마로도 제작, 방송되었다. 1995년 출간된 후속작 『꿈에도 생각하지 않아』와 함께 ‘단짝 시마자키 시리즈’로 불리며 폭넓은 연령층의 독자들에게 꾸준히 사랑받고 있다. 도쿄의 서민가에 살고 있는 평범한 중학교 1학년 축구부원 오가타 마사오의 어머니에게 어느 날 5억 엔이라는 거금이 유증된다. 어머니가 이십대 시절 자취하던 연립주택의 이웃이자 훗날 주식 거래로 큰돈을 번 사와무라 나오아키라는 남자가, 과거에 중상을 입고 사경을 헤매던 자신을 구해준 그녀에게 은혜를 갚겠다는 내용의 유언장을 남긴 것. 놀라움과 기쁨도 잠시, 언론을 통해 대대적으로 이 소식이 알려지면서 가족들은 밤낮없이 취재 공세에 시달리고 주위 사람들의 입방아에 오르내리는 신세가 된다. 부부 사이에 불화가 커진 끝에 급기야 아버지가 집을 나가버리자, 마사오는 가장 친한 단짝이자 때로는 재수없을 만큼 박학다식하고 이성적인 장기부원 시마자키 도시히코와 함께 사와무라의 정체를 직접 캐보기로 한다.                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","
13,500원
                    ",9,1
63,"빨간 모자, 여행을 떠나 시체를 만났습니다","
아오야기 아이토 저/이연승 역
        ","



옛날이야기×본격 미스터리 트릭 제2탄 서양편 등장!“동화 속 여린 소녀들이야망과 범죄의 주인공으로 돌아오다”독특한 캐릭터, 이색적인 소재와 배경을 자유자재로 주물러 늘 전대미문의 작품을 만들어내는 ‘발상의 천재’ 작가 아오야기 아이토가 돌아왔다. 이번에는 서양 동화와 본격 미스터리 트릭을 결합한 장편소설이다. 『빨간 모자, 여행을 떠나 시체를 만났습니다』는 출간 1년 만에 15만부 판매, 24쇄 중쇄로 높은 인기를 증명한 『옛날 옛적 어느 마을에 시체가 있었습니다』의 시리즈 연작이다. 전작은 친숙한 옛날이야기들을 기반으로 각 단편에 밀실, 다잉 메시지 등의 본격 미스터리 요소를 정교하게 집어넣어 작가와 평론가, 독자들을 막론한 호평을 받았다.『빨간 모자, 여행을 떠나 시체를 만났습니다』는 옛날이야기에 본격 미스터리 트릭을 결합하는 시리즈의 특징을 유지하면서도 신선한 변화를 시도했다. 단편집이었던 전작과 달리 유명 동화의 주인공 ‘빨간 모자’가 다양한 동화 속 세상을 여행하는 장편소설로 구성을 달리한 것이다. 계모에게 구박받는 소녀 신데렐라가 유리구두를 매개로 왕자님과 결혼하는 동화 『신데렐라』, 숲속에서 길을 잃은 남매가 마녀의 과자집에서 마녀를 무찌르고 가까스로 탈출하는 동화 『헨젤과 그레텔』, 생일에 마녀의 저주를 받은 공주가 오랫동안 잠들었다가 해피엔딩을 맞는 동화 『잠자는 숲 속의 공주』, 추위 속에서 성냥을 팔던 소녀가 슬픈 최후를 맞는 동화 『성냥팔이 소녀』는 각각이 대중에게 잘 알려진 고전 격의 동화들이다. 각 동화의 배경으로 마을을 하나씩 배치하고, 각각의 마을을 ‘빨간 모자’가 종횡무진 누비며 여행하는 구성 속에서 동화들은 원래 한 가지 이야기였던 것처럼 정교하게 하나의 세계를 구축한다.                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","
14,220원
                    ",9.7,1
64,팅커벨 죽이기,"
고바야시 야스미 저/김은모 역
        ","







꿈의 나라 네버랜드에서는 매일매일 살인이 일어난다 
『피터 팬』과 미스터리의 기묘한 만남
베스트셀러 『앨리스 죽이기』에 이은 네 번째 이야기

국내에서만 25만 부 이상 판매(2020년 7월 30일 기준)된 ‘죽이기 시리즈’의 네 번째 이야기 『팅커벨 죽이기』는 설명이 필요 없는 세계적인 동화 『피터 팬』을 모티프로 삼았다. 특히 ‘피터는 자신이 죽인 사람은 잊는다’, ‘네버랜드 아이들은 살육을 즐긴다’, ‘피터의 부하는 피터가 모르는 사실을 알아서는 안 된다’는 원전 문장을 기반으로 이야기를 확장하였다. 애니메이션이나 뮤지컬로 친숙한 피터 팬과는 거리가 멀어 놀랄 수 있겠지만 여느 동화처럼 『피터 팬』 역시 대중이 알고 있는 것보다 원래의 설정은 다소 잔혹하다. 제멋대로 구는 아이를 넘어 폭군으로 묘사되는 피터 팬은 해적과의 목숨을 건 전투에 동료들을 동원하고, 네버랜드 아이들은 피에 굶주렸다고 묘사되어 있다. 

『팅커벨 죽이기』는 이러한 원전의 설정을 장르적으로 재구축하여 읽는 재미를 더했다. 피터보다 멍청하기 때문에 그의 탐정놀이 파트너가 된 도마뱀 빌은 전작과의 연속성을 유지하는 한편, 천진난만한 살인마 피터의 거울로서 활약한다. 사건의 전개, 트릭의 열쇠, 악인의 실체 모두 처음부터 원전인 『피터 팬』과 연결되어 있음을 아는 순간 독자들은 작가의 기발함과 통찰력에 박수를 보내며 이 시리즈의 성공이 결코 우연이 아님을 알게 될 것이다. 

                                    








 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","
12,420원
                    ",9.1,1
65,방과 후,"
히가시노 게이고 저/양윤옥 역
        ","



한국인이 가장 사랑하는 작가 히가시노 게이고.그의 데뷔작이 새로운 옷을 입고 찾아왔다!『방과 후』는 히가시노 게이고가 작가로 전업하는 데 결정적인 계기가 된 작품이다. 그전까지 엔지니어로 일하던 히가시노 게이고는 『방과 후』로 제31회 에도가와 란포상을 수상하면서 일약 주목받는 신인으로 떠올랐다. 『방과 후』는 결코 데뷔작이라고 믿기지 않는, 여고생들 특유의 섬세하고 예리한 감정을 탄탄한 복선과 트릭 안에 담아낸 학원 미스터리 걸작이다. 이 작품을 통해 ‘히가시노 게이고 스타일’의 시작점을 엿볼 수 있게 될 것이다.여고에서 벌어진 연쇄 살인 사건. 그 전말은…?히가시노 게이고 미스터리의 시작점!여고 수학교사 마에시마. 그는 대학 시절 경험을 살려 교내 양궁부 고문을 맡고 있다. 평범하게 살아가던 그는 자신의 목숨을 노린 세 차례의 공격을 받고 공포에 휩싸인다. 그러던 어느 날 교내 탈의실에서 학생지도부 교사가 청산가리로 살해되자, 오타니 형사와 함께 이 사건을 조사하게 된다. 그러나 이 사건이 해결되기도 전에 또 다른 희생자가 발생한다. 학교 축제가 한창 진행되고 있던 운동장 한가운데에서 피에로로 분장한 체육교사 다케이가 살해된 것이다. 다케이의 사인 역시 청산가리 중독. 그런데 다케이가 맡은 피에로는 원래 마에시마의 역할이었다. 다케이가 자기 대신 죽었다고 생각한 마에시마는 극도의 공포감을 느끼는데…….                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","
13,320원
                    ",9.1,1
66,결정판 아르센 뤼팽 전집 1,"
모리스 르블랑 저/성귀수 역
        ","







중단편 39편, 장편 17편, 희곡 5편
1905년 첫 연재작 「아르센 뤼팽 체포되다」부터 
병마와 싸워가며 완성한 「아르센 뤼팽의 마지막 사랑」까지
아르센 뤼팽의 35년 모험담을 
370여 컷의 오리지널 삽화와 함께 빠짐없이 수록
최근 발굴된 7편의 희귀작까지 총망라한 세계 최초의 결정판 전집

『결정판 아르센 뤼팽 전집』(전 10권)이 아르테에서 출간되었다. 모리스 르블랑이 집필한 아르센 뤼팽 시리즈 중 역대 어느 전집도 담아내지 못한 일곱 작품을 추가로 발굴, 수록하여 명실상부한 전작집(integrale)의 위용을 갖추었다. 2003년 국내는 물론 세계 최초로 아르센 뤼팽 시리즈 전체를 복원한 총 스무 권의 전집이 한 차례 출간된 바 있다. 하지만 이후 당시만 해도 아예 미발표이거나, 발표는 되었어도 실체를 확인하기 어려웠던 원고들이 속속 발굴되었다. 

번역가 성귀수는 뤼팽 전문 번역가로서 ‘세계 최초’ 타이틀과도 익숙하다. 2003년에는 70여 년 전 폐간된 프랑스 잡지사의 직원들까지 수소문한 끝에 오랫동안 불완전한 작품으로 낙인찍혔던 『아르센 뤼팽의 수십억 달러』의 누락된 연재분을 세계 최초로 복원해 출간했고, 2012년에는 모리스 르블랑 사후 소문만 무성했던 미발표 유작 『아르센 뤼팽의 마지막 사랑』을 프랑스와 동시에 전 세계 최초로 출간했다. 
이번에 새로 발굴된 일곱 작품은 성귀수 번역가가 인터넷상에서 어느 뤼피니앵이 남긴 “(모 잡지에서) 작품을 본 것 같다”라는 짤막한 댓글을 근거로 끈질긴 추적을 펼친 끝에 발굴해낸 결과물들이다. 그 과정에서 성귀수 번역가의 번역을 전적으로 신뢰한 ‘아르센 뤼팽의 친구들 협회’의 전폭적인 도움이 있었음은 물론이다. ‘아르센 뤼팽의 친구들 협회’는 프랑스 뤼피놀로지(lupinologie. 뤼팽學)의 중추를 담당하는 단체로 르블랑의 손녀 플로랑스 르블랑을 비롯해 유수의 작가, 철학자 들을 회원으로 두고 있다.

                                    








 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","
29,700원
                    ",9.9,1
67,데드맨,"
가와이 간지 저/권일영 역
        ","



제32회 요코미조 세이시 미스터리대상 대상 수상작!섬뜩할 정도로 잔인하면서도 애처로운, 인간 실존에 관한 서늘한 통찰괴물 같은 신인의 도도한 미스터리 소설살아 있는 데드맨이 당신의 심장을 움켜쥘 것이다!★ “시마다 소지의 『점성술 살인사건』에 도전하는 기개가 훌륭하며 속도감 있는 구성이 대단하고 놀랍다.” -아야츠지 유키토(작가)★ 기발한 발상과 예기치 못한 반전, 그리고 독자를 속이는 새로운 속임수가 잘 버무려진 최고의 형사 추리물이다. -〈몸의 나그네〉 2012년 10월 호★ 가부라기가 이끄는 4인조 특별 수사반이 되살아난 시체의 수수께끼를 좇는 과정이 기발하고 독창적인 작품이다. -〈소설추리〉 2012년 12월 호제32회 요코미조 세이시 미스터리대상 대상을 수상한 가와이 간지의 첫 번째 미스터리 소설 『데드맨』. 요코미조 세이시 미스터리대상은 1981년에 일본의 국민 탐정 ‘긴다이치 코스케’를 창조한 일본 본격추리소설의 거장 요코미조 세이시를 기리는 의미로 제정되었다. 종종 ‘수상작 없음’이란 결과를 내놓는 일본 정통의 신인추리문학상으로, 이 상의 수상작이 국내에서 출간되는 것은 이번이 처음이다. 시바타 요시키, 야마다 무네키 같은 작가를 배출했으며, 스즈키 고지는 1990년(제10회)에 『링』으로 응모했지만 상을 받지는 못했다.가와이 간지는 수상 당시 평단으로부터 “최고의 형사 추리물”, “기발하고 독창적인 작품”, “예기치 못한 반전”이라는 찬사를 받으며 기존 미스터리 소설을 뛰어넘는 새로운 천재 작가의 탄생을 예고했다. 도쿄에서 일어난 여섯 번의 연속살인사건을 소재로 한 『데드맨』은 허를 찌르는 반전과 치밀한 구성, 그리고 속도감 있는 이야기 전개로 첫 문장부터 마지막 문장까지 단번에 읽게 만드는 흡입력을 가진 작품이다. 머리가 없는 시체, 몸통이 없는 시체……. 시체 일부가 사라진 여섯 구의 시체가 도쿄에서 발견된다. 일본 전역을 미궁 속에 빠뜨린 이 엽기적인 살인사건은 일명 아조트 연속살인사건으로 불리는데, 아조트란 한 추리 소설에 등장하는 단어로 이번 범행이 시체 일부를 모아 한 사람으로 살려내려는 소설 속 계획과 흡사하다는 이유로 붙여졌다. 그런데 시체를 모아 한 명의 사람으로 만든다고 하기엔 어딘가 석연치 않은 점이 있다. 발견된 시체는 모두 젊은 남성이었는데 여섯 번째 시체, 즉 마지막으로 도도로키에서 발견된 왼쪽 발이 없는 시체만은 여성이었던 것. 범인은 마치 사람들을 농락하듯 보란 듯이 시체 일부를 유기하지만, 가부라기가 이끄는 4인조 특별수사반은 특별한 단서를 찾지 못해 난항을 겪는다. 그러던 어느 날 담당 형사인 가부라기는 한 통의 기묘한 메일을 받는다. 보낸 사람의 이름은 ‘데드맨’. 그는 자신이 여섯 구의 시체 부분들을 연결해 되살아난 사람이라고 주장하는데……. 그리고 마침내 밝혀지는 누구도 상상 못했던 비밀은 치밀한 구성과 놀라운 트릭을 넘어 뜨거운 감동을 불러일으킨다.만약 토막 연속살인사건이라는 소재 때문에 유혈이 낭자하는 잔혹한 엽기 호러를 기대했다면 낭패감을 지울 수 없을 것이다. 『데드맨』은 도쿄라는 회색빛 도시를 배경으로 숨 막힐 듯 몰아치는 두뇌게임의 레이스 안에서도 따뜻한 인간애를 놓치지 않고 있기 때문이다. 치열한 수사 과정 속에서도 소소한 인간적 면모를 놓치지 않는 유머와 위트, 사람에 대한 관심과 사랑을 담아내는 휴머니즘, 사회 정의에 대한 깊이 있는 시선은 이 소설을 여타의 차갑고 잔인한 스릴러물과 갈라지는 지점에 서게 한다. 단언컨대 이 소설은 재미있는 미스터리 소설 그 이상을 보여줄 것이다. 짜릿한 박진감 너머에는 인간 실존에 대한 수수께끼 같은 질문을 던지면서 독자를 흥미로운 통찰의 자리로 이끈다. 작가는 작중 인물의 입을 빌려 “머리만 남아 되살아난 당신은 누구 것이죠? 아니, 당신은 대체 누구일까요?”라고 묻는다. 이 소설의 끝에서 우리는 각자 이 질문에 대한 답을 갖게 될 것이다.                     




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","
11,700원
                    ",8.5,1
68,제노사이드,"
다카노 가즈아키 저
        ","



『13계단』의 다카노 가즈아키가 6년 만에 내놓은 최신작이다. ‘인류보다 진화한 새로운 생물’의 출현에서 비롯한 인류 종말의 위협과 이를 둘러싼 음모를 추리 스릴러와 SF 기법을 통해 풀어나간 작품으로서, 한국 유학생의 활약과 한국의 ‘정’ 등 한국 문화에 대한 소개 등 한국 독자들이 관심을 가질 만한 내용들이 담겨 있다.특히 한일 과거사에 대한 일본 우익들의 그릇된 사고를 비판적 시각으로 그려내어 일본에서 상당한 논쟁을 불러일으킨 작품이기도 하다. 실제로 일본 최대 인터넷 서점인 아마존 재팬의 200여 독자 서평 중 거의 대부분이 ‘재미있으나 작품에 담긴 반일 사고가 불편하다’, ‘관동대지진이나 난징대학살에 대한 언급 때문에 거부감이 든다’는 등 저자의 역사관에 불만을 표출하는 의견이 상당수를 차지한다. 그러나 미국 유학생 시절 친하게 지내던 한국인과 태권도를 배우며 한국 문화에 대한 이해가 남달랐던 저자는 출간 당시 가도가와 출판사와의 인터뷰에서 “이 이야기를 쓰면서 가장 주의를 기울였던 점은 ‘공정성’이었다. 여러 제노사이드(대학살)를 작품에서 그리면서 일본인의 과거에만 눈을 감을 수는 없었다. 그렇다면 한국과의 관계를 제대로 그려야만 했다.”고 밝혔다. 독자들을 대상으로 사전 시사에서는 “치밀한 조사와 디테일 넘치는 묘사, 박진감 넘치는 내용 전개가 일품. 거기에 최근 일본 미스터리에서 볼 수 없는 스케일과 소재가 읽는 사람을 압도한다.”, “‘다카노 가즈아키’만의 꼼꼼함에 큰 스케일까지 더해져 놀라움을 만들어 냈다. 한 편의 블록버스터급 영화를 보는 느낌이다.”, “'무엇이 진정한 인류 진화인가?'라는 거대한 테마와 미국, 일본, 콩고 등 전 세계를 무대로 벌어지는 활극이 정확히 톱니처럼 맞물려 완성도를 높이고 있는 이 작품은 걸작이란 칭호마저 부족한 작품이다.” 등의 호평이 이어졌다.『13계단』에서 치밀하고 방대한 조사를 통해 사형 제도 및 현대 국가의 범죄 관리 시스템을 고발한 저자는『제노사이드』에서 인류학/진화론/국제정치/밀리터리 등의 폭넓은 분야를 넘나들며 한층 업그레이드된 지적 유희를 선사한다.저자소개たかの かずあき,高野和明다카노 가즈아키는 1964년 도쿄에서 태어나 1985년부터 영화, TV 등 촬영 현장에서 경험을 쌓았다. 이때 일본 영화계의 거장 오카모토 기하치 감독에게 사사했다. 1989년 미국으로 건너가 LA 시티 컬리지에서 영화 연출, 촬영, 편집을 전공하다가 91년 중퇴한 뒤 귀국한다. 귀국 후 영화, TV 등 각본가로 활동하다가, 2001년에 처녀작인『13계단』으로 제47회 일본 최고의 추리소설상인 제 47회 에도가와 란포 상을 수상했다. 저서에는 『그레이브 디거』, 『K.N의 비극』, 『유령 인명 구조대』 등이 있다. 그의 데뷔작인 『13계단』은 각종 법정 참고서 등 방대한 자료들을 철두철미하게 조사하여 작품 전반에 극도의 현실성을 부여했던 사건 조사가 꼼꼼한 작가의 면모를 엿보게 한다. 이 책은 일본 추리 문단에 등장한 이후 에드가와 란포 상 최초의 만장일치 수상, 최단기간 100만부 돌파라는 신기록을 갱신할 정도로 높은 평가를 받았다. 과거를 씻고 선행을 통해 거듭나려는 소악당과 그의 앞길을 막는 의문의 조직, 그리고 연쇄 살인마와 경찰이 뒤얽힌 숨가쁜 24시간의 추적극이 펼쳐진다. 사형 제도의 모순과 범죄 관리 시스템의 허점을 맹렬하게 비난하는 이 작품은 사회파 작가로서의 그의 면모를 보여준다. 또한 이 작품은 영화로 제작되어 당시 일본 박스 오피스를 석권하기도 했다.                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","
13,500원
                    ",9,1
69,오리엔트 특급살인,"
애거사 크리스티 저
        ","

 




포와로는 터키의 이스탄불에서 프랑스의 칼레를 향해 떠난 오리엔트 특급열차에 타게 된다. 오리엔트 특급열차에는 14명의 승객이 타고 있는데, 이 열차가 폭설 때문에 정지하고 있을 때 한 사람이 살해당한다. 아무도 열차를 빠져나갈 수는 없다. 게다가, 승객들은 모두 완벽한 알리바이를 가지고 있다. 그렇다면 범인은 어디로 사라진 것일까? 명탐정 에르큘 포와로의 비상한 육감과 추리기법이 돋보이는, 명탐정 에르큘 포와로가 등장하는 6번째 작품.                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","
9,000원
                    ",8.4,1
70,명탐정 코난 13,"
아오야마 고쇼 글그림
        ","



정말 화려한 고교생활이 나를 기다리고 있을 줄 알았는데 실제로는 피비린내 나는 살인 사건들만이 나를 반긴다. 아름다운 사랑의 고민 같은 게 있을 법도 하건만…. 아니! 란! 내가 여기 있는데 어딜 보고 있는 거야!                    


","
4,950원
                    ",9.1,1
71,명탐정 코난 3,"
아오야마 고쇼 글그림
        ","



고등학생인데 초등학생으로 줄어들었다? 이런 최악의 상황에서도 명탐정의 피가 용솟음치는 나는야 사건의 해결사! 하지만 나의 정체가 들키면 큰일~! 언제나 조심해야 된다구! 내 이름은 작은 명탐정 코난~!                    


","
4,950원
                    ",9.4,1
72,명탐정 코난 2,"
아오야마 고쇼 글그림
        ","



여자 친구 모리 란의 아버지 모리 코고로의 탐정 사무소에 얹혀 살면서 수수께끼 조직의 행방을 추적하는 코난. 주변의 시선을 피하기 위해 초등학교를 다니며, 수멍서 맹탐정 모리 코고로를 돕는 작은 명탐정 코난의 추리가 시작된다!                    


","
4,950원
                    ",9.4,1
73,내 동생의 무덤,"
로버트 두고니 저/이원경 역
        ","



실종된 동생, 사라진 시체, 조작된 재판, 날조된 범인.나는 그날의 진실을 밝히기 위해 형사가 되었다.1993년, 트레이시의 여동생 세라가 실종됐다. 범인으로 체포된 사람은 마을 외곽에 살던 에드먼드 하우스. 세라의 시신이 끝내 발견되지 않았지만 성범죄 전과가 있는 에드먼드는 정황증거만으로 1급 살인 유죄를 선고받았다. 그날의 재판에서 수상한 점을 발견한 트레이시는 진실을 찾기 위해 형사가 된다. 그로부터 20년, 고향의 숲에서 동생으로 추정되는 백골이 발견된다. 기억도 증거도 빛바랜 지금, 트레이시는 그녀가 찾던 결말에 가닿을 수 있을까.출간과 동시에 아마존 베스트셀러 1위에 오르며 전세계 800만 독자에게 사랑받은 『내 동생의 무덤』이 이제 한국 독자들을 만난다. 오랜 시간 변호사로 근무한 작가 로버트 두고니는 긴장감 넘치는 법정 장면으로 ‘존 그리샴의 성취를 이을 후계자’이자 ‘의심의 여지가 없는 법정 스릴러의 제왕’이라는 평가를 받으며 법정 스릴러의 역사를 새로 썼다. 또한, 20년이라는 시차를 두고 진실을 좇는 트레이시의 액션이 독자들의 지적인 자극뿐 아니라 말초적인 자극마저 충족시켜준다.                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","
14,220원
                    ",9.6,1
74,검은 황무지,"
S. A. 코스비 저/윤미선 역
        ","



모든 범죄 현장에서 최고의 드라이버였던 남자.마지막으로 단 한 번, 가족을 위해 그리고 돌파구 없는 삶에서 벗어나기 위해   아스팔트로 된 검은 황무지를 질주한다!2021년 범죄문학상 5관왕에 빛나는 최고의 화제작!앤서니, 배리, 매커비티, ITW(국제스릴러작가협회) 최우수 작품상, LA 타임스 도서상 스릴러 부문까지 수상하며 2021년 대부분의 범죄문학상을 휩쓴 『검은 황무지』가 네버모어를 통해 국내에 소개된다. 『검은 황무지』는 2020년에 이미 아마존이 선정한 ‘올해의 책’ 종합 3위와 ‘올해의 미스터리/스릴러’ 1위에 올랐고, 스티븐 킹, 마이클 코넬리, 데니스 루헤인 등 최고의 거장들이 앞다투어 추천하면서 돌풍을 일으킨 바 있다. 압도적인 수상 경력과 평단의 극찬, 열성적인 독자들의 지지가 더해져 탄생한 베스트셀러의 등장에 영미권 출판계와 영화계 모두 주목하고 있다. S. A 코스비는 신작 『Razorblade Tears』(2021)로 다시 베스트셀러 작가 타이틀을 거머쥐었다. 많은 매체에서 ‘올해의 책’으로 선정되면서 지금 가장 뜨거운 작가로 인정받고 있다. 범죄현장 최고의 드라이버였던 남자가 마음을 다잡고 일상으로 돌아오지만 그를 기다리는 것은 가혹한 현실의 벽이다. 그 벽을 뚫기 위해, 가족을 지키기 위해 어쩔 수 없이 마지막으로 범죄에 가담하지만 상황은 점점 더 최악으로 치닫는다. 등장인물들의 복잡한 심리를 뛰어난 묘사로 풀어낸 깔끔하고 정제된 하드보일드 누아르,『검은 황무지』는 최고의 속도감과 재미를 갖춘, 처음부터 끝까지 브레이크 없이 질주하는 걸작 스릴러이다.                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","
13,500원
                    ",9.8,1
75,목요일의 아이,"
시게마쓰 기요시 저/권일영 역
        ","







“이제 곧 많은 학생이 죽을 겁니다. 모두 목요일의 아이입니다.”
사망한 학생이 9명, 입원한 학생이 21명
급식으로 나온 수프에는 독극물이 들어 있었다

한적한 뉴타운인 아사히가오카에 사건이 일어난다. 아사히가오카중학교에서 한 소년이 동급생 아홉 명을 무차별 독살하는 사건이 일어난 것이다. 같은 반 아이들이 먹을 급식에 독극물을 탄 이 참극은 ‘목요일의 아이’ 사건으로 불리며 세상을 충격에 빠트린다. 그로부터 7년 뒤, 결혼을 계기로 아사히가오카 뉴타운으로 이사 온 시미즈는 좀처럼 곁을 내주지 않는 의붓아들 하루히코와의 거리를 좁히고 싶다. 그런데 하루히코가 7년 전 독살 사건의 범인인 우에다와 닮았다는 이상한 소문이 돌기 시작하고, 아사히가오카에는 다시금 불안감이 감돌기 시작한다. 이윽고 적막한 동네를 덮치는 잇따른 ‘사건’들. 수상한 사람을 봤다는 제보, 이웃집 개의 돌연사, 학교로 날아든 협박장……. 하루히코는 7년 전 독살 사건의 범인인 우에다와 정말 아무 관련이 없는 것일까? 하루히코를 믿고 싶은 마음과 의심 사이에서 혼란스러운 시미즈. 그리고, 다시 사건이 일어난다. 



                                    








 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","
14,400원
                    ",9.5,1
76,스키마와라시,"
온다 리쿠 저/강영혜 역
        ","


MD 한마디

                                    [온다 리쿠, 이 계절의 소설] 골동품점을 운영하는 형 다로와 동생 산타는 한겨울 건물 철거 현장에서 흰 원피스에 밀짚모자를 쓴 소녀가 나타난다는 기이한 이야기를 듣는다. 이내 두 형제와 소녀가 새겨진 조각난 기억들이 하나 둘 맞춰지기 시작한다. 저무는 시대에 대한 아련한 그리움을 머금고 있는 여름날의 소설. -소설MD 김소정
                                





노스탤지어의 마법사 온다 리쿠가 선사하는우리가 여름 소설에 기대하는 모든 것!일본 최고의 권위를 자랑하는 양대 문학상 ‘나오키상’과 ‘서점대상’을 동시에 수상한 유일한 작가 온다 리쿠의 신작 장편소설이 출간되었다. 『스키마와라시』는 낡아가는 도시 속 철거되는 건물들, 그곳에 나타나는 신비한 소녀의 이야기를 온다 리쿠 특유의 향수 어린 시선으로 담아내었다.모든 것이 당연한 듯 변해가는 시절, 사라지는 것들을 향한 그리움은 그저 구시대의 산물일 뿐인 걸까? 한겨울에도 흰 원피스에 밀짚모자, 손에는 잠자리채를 든 채 곧 허물어질 낡은 건물을 맴도는 소녀의 정체는 무엇일까? ‘노스탤지어의 마법사’로 불리는 작가 온다 리쿠는 손에 잡힐 듯 잡히지 않는 감정들을 오싹한 서스펜스와 미스터리의 그릇에 담아 독자 앞에 내놓는다. 별개의 이야기들이 하나로 합쳐지는 결말의 상쾌함과 가슴 저미는 감동까지 맛보고 나면 우리가 여름 소설에 기대하는 모든 것이 이 한 권에 담겨 있음에 감탄하게 된다.                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","
16,200원
                    ",9.4,1
77,모든 비밀에는 이름이 있다,"
서미애 저
        ","







프로파일러 권일용, 표창원 강력 추천! 
수많은 범죄자의 마음을 분석했지만, 가장 들여다보고 싶은 인물이 이 소설에 있다. - 권일용
서미애의 신간이 나왔다. 그 이름만으로 충분하다. - 표창원

연쇄살인범 이병도와의 사건이 벌어진 지 5년. 열여섯 살이 된 하영은 지속적으로 심리 상담을 받으며 그때의 트라우마를 극복하기 위해 애써왔지만 사춘기에 접어들며 여전히 혼란스러운 시간을 보낸다. 갑작스러운 이사까지 겹 예민해진 하영은 전학을 간 학교에서 벌어지는 폭력에 새로운 자극을 받기 시작한다. 자신의 그림자와 직면하게 된 하영은 과연 어떤 선택을 내리게 될 것인가?

『모든 비밀에는 이름이 있다』는 『잘 자요 엄마』의 후속작이다. 전작에서 열한 살 하영을 중심에 두고 ‘사이코패스는 태어나는가, 만들어지는가’라는 질문을 던진 것으로 이야기를 시작했다면 이번 작품에서는 ‘하영은 그 뒤로 어떻게 되었을까? 어떻게 성장했을까?’라는 질문에 답을 내놓는다. 이제 열여섯 살이 되어 사춘기에 접어든 하영은 변해가는 주변 환경에 흔들리며 자신의 정체성에도 의심을 품기 시작한다. 더 어렸을 때는 깨닫지 못하던 것을 깨닫고, 내부의 자극이 아닌 외부의 자극에 반응하며 끊임없이 고민한다. 이런 모습들은 하영이 과연 어떤 선택을 할지 이야기에 몰입하게 만든다.


                                    








 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","
12,600원
                    ",9,1
